bill_id,date,chamber,sequence,action
1896829,2024-12-13,Senate,1,"Received by the Secretary of the Senate"
1896829,2024-12-13,Senate,2,Filed
1896837,2024-12-13,Senate,1,"Received by the Secretary of the Senate"
1896837,2024-12-13,Senate,2,Filed
1896843,2024-12-13,Senate,1,"Received by the Secretary of the Senate"
1896843,2024-12-13,Senate,2,Filed
1896854,2024-12-16,Senate,1,"Received by the Secretary of the Senate"
1896854,2024-12-16,Senate,2,Filed
1896856,2024-12-16,House,1,Filed
1896859,2024-12-16,House,1,Filed
1896860,2024-12-16,House,1,Filed
1896863,2024-12-16,Senate,1,"Received by the Secretary of the Senate"
1896863,2024-12-16,Senate,2,Filed
1896865,2024-12-16,House,1,Filed
1896866,2024-12-16,House,1,Filed
1896869,2024-12-16,House,1,Filed
1896871,2024-12-16,House,1,Filed
1896873,2024-12-16,House,1,Filed
1896876,2024-12-16,House,1,Filed
1896881,2024-12-16,Senate,1,"Received by the Secretary of the Senate"
1896881,2024-12-16,Senate,2,Filed
1896888,2024-12-16,House,1,Filed
1896895,2024-12-16,House,1,Filed
1896902,2024-12-16,House,1,Filed
1896908,2024-12-16,Senate,1,"Received by the Secretary of the Senate"
1896908,2024-12-16,Senate,2,Filed
1896917,2024-12-16,House,1,Filed
1896922,2024-12-16,House,1,Filed
1896930,2024-12-16,House,1,Filed
1896937,2024-12-16,House,1,Filed
1896943,2024-12-16,Senate,1,"Received by the Secretary of the Senate"
1896943,2024-12-16,Senate,2,Filed
1896950,2024-12-16,House,1,Filed
1896955,2024-12-16,House,1,Filed
1896967,2024-12-16,House,1,Filed
1896979,2024-12-16,House,1,Filed
1896993,2024-12-16,House,1,Filed
1897008,2024-12-16,House,1,Filed
1897022,2024-12-16,House,1,Filed
1897037,2024-12-16,Senate,1,"Received by the Secretary of the Senate"
1897037,2024-12-16,Senate,2,Filed
1897091,2024-12-17,Senate,1,"Received by the Secretary of the Senate"
1897091,2024-12-17,Senate,2,Filed
1897116,2024-12-17,House,1,Filed
1897140,2024-12-17,House,1,Filed
1897176,2024-12-17,House,1,Filed
1897178,2024-12-17,Senate,1,"Received by the Secretary of the Senate"
1897178,2024-12-17,Senate,2,Filed
1897180,2024-12-17,House,1,Filed
1897181,2024-12-17,House,1,Filed
1897184,2024-12-17,House,1,Filed
1897185,2024-12-17,Senate,1,"Received by the Secretary of the Senate"
1897185,2024-12-17,Senate,2,Filed
1897188,2024-12-17,House,1,Filed
1897191,2024-12-17,House,1,Filed
1897193,2024-12-17,Senate,1,"Received by the Secretary of the Senate"
1897193,2024-12-17,Senate,2,Filed
1897195,2024-12-17,House,1,Filed
1897198,2024-12-17,Senate,1,"Received by the Secretary of the Senate"
1897198,2024-12-17,Senate,2,Filed
1897202,2024-12-17,House,1,Filed
1897205,2024-12-17,Senate,1,"Received by the Secretary of the Senate"
1897205,2024-12-17,Senate,2,Filed
1897207,2024-12-17,Senate,1,"Received by the Secretary of the Senate"
1897207,2024-12-17,Senate,2,Filed
1897209,2024-12-17,Senate,1,"Received by the Secretary of the Senate"
1897209,2024-12-17,Senate,2,Filed
1897211,2024-12-17,Senate,1,"Received by the Secretary of the Senate"
1897211,2024-12-17,Senate,2,Filed
1897213,2024-12-17,House,1,Filed
1897217,2024-12-18,House,1,Filed
1897227,2024-12-18,House,1,Filed
1897236,2024-12-18,House,1,Filed
1897246,2024-12-18,House,1,Filed
1897256,2024-12-18,House,1,Filed
1897265,2024-12-18,House,1,Filed
1897276,2024-12-18,House,1,Filed
1897286,2024-12-18,House,1,Filed
1897297,2024-12-18,House,1,Filed
1897307,2024-12-18,House,1,Filed
1897324,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897324,2024-12-18,Senate,2,Filed
1897327,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897327,2024-12-18,Senate,2,Filed
1897330,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897330,2024-12-18,Senate,2,Filed
1897332,2024-12-18,House,1,Filed
1897336,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897336,2024-12-18,Senate,2,Filed
1897341,2024-12-18,House,1,Filed
1897344,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897344,2024-12-18,Senate,2,Filed
1897347,2024-12-18,House,1,Filed
1897349,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897349,2024-12-18,Senate,2,Filed
1897353,2024-12-18,House,1,Filed
1897358,2024-12-18,House,1,Filed
1897363,2024-12-18,House,1,Filed
1897365,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897365,2024-12-18,Senate,2,Filed
1897368,2024-12-18,House,1,Filed
1897371,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897371,2024-12-18,Senate,2,Filed
1897376,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897376,2024-12-18,Senate,2,Filed
1897378,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897378,2024-12-18,Senate,2,Filed
1897380,2024-12-18,House,1,Filed
1897383,2024-12-18,House,1,Filed
1897386,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897386,2024-12-18,Senate,2,Filed
1897389,2024-12-18,House,1,Filed
1897391,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897391,2024-12-18,Senate,2,Filed
1897394,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897394,2024-12-18,Senate,2,Filed
1897395,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897395,2024-12-18,Senate,2,Filed
1897398,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897398,2024-12-18,Senate,2,Filed
1897400,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897400,2024-12-18,Senate,2,Filed
1897401,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897401,2024-12-18,Senate,2,Filed
1897404,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897404,2024-12-18,Senate,2,Filed
1897408,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897408,2024-12-18,Senate,2,Filed
1897410,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897410,2024-12-18,Senate,2,Filed
1897413,2024-12-18,House,1,Filed
1897416,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897416,2024-12-18,Senate,2,Filed
1897418,2024-12-18,House,1,Filed
1897421,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897421,2024-12-18,Senate,2,Filed
1897424,2024-12-18,House,1,Filed
1897426,2024-12-18,House,1,Filed
1897428,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897428,2024-12-18,Senate,2,Filed
1897431,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897431,2024-12-18,Senate,2,Filed
1897432,2024-12-18,Senate,1,"Received by the Secretary of the Senate"
1897432,2024-12-18,Senate,2,Filed
1897444,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897444,2024-12-19,Senate,2,Filed
1897468,2024-12-19,House,1,Filed
1897493,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897493,2024-12-19,Senate,2,Filed
1897518,2024-12-19,House,1,Filed
1897562,2024-12-19,House,1,Filed
1897576,2024-12-19,House,1,Filed
1897590,2024-12-19,House,1,Filed
1897605,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897605,2024-12-19,Senate,2,Filed
1897621,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897621,2024-12-19,Senate,2,Filed
1897637,2024-12-19,House,1,Filed
1897707,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897707,2024-12-19,Senate,2,Filed
1897711,2024-12-19,House,1,Filed
1897715,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897715,2024-12-19,Senate,2,Filed
1897721,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897721,2024-12-19,Senate,2,Filed
1897725,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897725,2024-12-19,Senate,2,Filed
1897729,2024-12-19,House,1,Filed
1897734,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897734,2024-12-19,Senate,2,Filed
1897738,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897738,2024-12-19,Senate,2,Filed
1897743,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897743,2024-12-19,Senate,2,Filed
1897747,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897747,2024-12-19,Senate,2,Filed
1897752,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897752,2024-12-19,Senate,2,Filed
1897757,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897757,2024-12-19,Senate,2,Filed
1897760,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897760,2024-12-19,Senate,2,Filed
1897764,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897764,2024-12-19,Senate,2,Filed
1897769,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897769,2024-12-19,Senate,2,Filed
1897773,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897773,2024-12-19,Senate,2,Filed
1897779,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897779,2024-12-19,Senate,2,Filed
1897784,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897784,2024-12-19,Senate,2,Filed
1897787,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897787,2024-12-19,Senate,2,Filed
1897791,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897791,2024-12-19,Senate,2,Filed
1897797,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897797,2024-12-19,Senate,2,Filed
1897801,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897801,2024-12-19,Senate,2,Filed
1897805,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897805,2024-12-19,Senate,2,Filed
1897809,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897809,2024-12-19,Senate,2,Filed
1897814,2024-12-19,Senate,1,"Received by the Secretary of the Senate"
1897814,2024-12-19,Senate,2,Filed
1898178,2024-12-20,House,1,Filed
1898211,2024-12-20,House,1,Filed
1898245,2024-12-20,House,1,Filed
1898247,2024-12-20,House,1,Filed
1898250,2024-12-20,House,1,Filed
1898253,2024-12-20,House,1,Filed
1898259,2024-12-20,House,1,Filed
1898261,2024-12-20,House,1,Filed
1898265,2024-12-20,House,1,Filed
1898269,2024-12-20,House,1,Filed
1898273,2024-12-20,House,1,Filed
1898277,2024-12-20,House,1,Filed
1898280,2024-12-20,House,1,Filed
1898283,2024-12-20,House,1,Filed
1898287,2024-12-20,House,1,Filed
1898291,2024-12-20,House,1,Filed
1898295,2024-12-20,House,1,Filed
1898298,2024-12-20,House,1,Filed
1898300,2024-12-20,House,1,Filed
1898305,2024-12-20,House,1,Filed
1898308,2024-12-20,House,1,Filed
1898313,2024-12-20,House,1,Filed
1898317,2024-12-20,Senate,1,"Received by the Secretary of the Senate"
1898317,2024-12-20,Senate,2,Filed
1898321,2024-12-20,Senate,1,"Received by the Secretary of the Senate"
1898321,2024-12-20,Senate,2,Filed
1898324,2024-12-20,Senate,1,"Received by the Secretary of the Senate"
1898324,2024-12-20,Senate,2,Filed
1898328,2024-12-20,House,1,Filed
1898332,2024-12-20,House,1,Filed
1898336,2024-12-20,Senate,1,"Received by the Secretary of the Senate"
1898336,2024-12-20,Senate,2,Filed
1898341,2024-12-20,House,1,Filed
1898345,2024-12-20,House,1,Filed
1898349,2024-12-20,Senate,1,"Received by the Secretary of the Senate"
1898349,2024-12-20,Senate,2,Filed
1898353,2024-12-20,House,1,Filed
1898356,2024-12-20,House,1,Filed
1898360,2024-12-20,House,1,Filed
1898408,2024-12-23,House,1,Filed
1898410,2024-12-23,House,1,Filed
1898623,2024-12-23,House,1,Filed
1898803,2024-12-23,House,1,Filed
1898804,2024-12-23,House,1,Filed
1898826,2024-12-23,House,1,Filed
1899861,2024-12-30,House,1,Filed
1899868,2024-12-30,House,1,Filed
1899881,2024-12-30,House,1,Filed
1899892,2024-12-30,House,1,Filed
1899904,2024-12-30,House,1,Filed
1899978,2024-12-30,House,1,Filed
1900046,2024-12-30,House,1,Filed
1900186,2024-12-30,House,1,Filed
1900817,2025-01-02,House,1,Filed
1900849,2025-01-02,House,1,Filed
1900886,2025-01-02,House,1,Filed
1900945,2025-01-02,House,1,Filed
1900963,2025-01-02,House,1,Filed
1900985,2025-01-02,Senate,1,"Received by the Secretary of the Senate"
1900985,2025-01-02,Senate,2,Filed
1901003,2025-01-02,House,1,Filed
1901021,2025-01-02,House,1,Filed
1901039,2025-01-02,Senate,1,"Received by the Secretary of the Senate"
1901039,2025-01-02,Senate,2,Filed
1901073,2025-01-02,House,1,Filed
1901084,2025-01-02,House,1,Filed
1901096,2025-01-02,House,1,Filed
1901107,2025-01-02,House,1,Filed
1901116,2025-01-02,House,1,Filed
1901124,2025-01-02,Senate,1,"Received by the Secretary of the Senate"
1901124,2025-01-02,Senate,2,Filed
1901149,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901149,2025-01-03,Senate,2,Filed
1901157,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901157,2025-01-03,Senate,2,Filed
1901164,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901164,2025-01-03,Senate,2,Filed
1901171,2025-01-03,House,1,Filed
1901183,2025-01-03,House,1,Filed
1901192,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901192,2025-01-03,Senate,2,Filed
1901203,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901203,2025-01-03,Senate,2,Filed
1901214,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901214,2025-01-03,Senate,2,Filed
1901226,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901226,2025-01-03,Senate,2,Filed
1901237,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901237,2025-01-03,Senate,2,Filed
1901248,2025-01-03,House,1,Filed
1901320,2025-01-03,House,1,Filed
1901380,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901380,2025-01-03,Senate,2,Filed
1901442,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901442,2025-01-03,Senate,2,Filed
1901500,2025-01-03,House,1,Filed
1901502,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901502,2025-01-03,Senate,2,Filed
1901538,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901538,2025-01-03,Senate,2,Filed
1901573,2025-01-03,House,1,Filed
1901611,2025-01-03,Senate,1,"Received by the Secretary of the Senate"
1901611,2025-01-03,Senate,2,Filed
1902002,2025-01-06,House,1,Filed
1902257,2025-01-06,House,1,Filed
1902339,2025-01-06,House,1,Filed
1902418,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1902418,2025-01-06,Senate,2,Filed
1902497,2025-01-06,House,1,Filed
1902582,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1902582,2025-01-06,Senate,2,Filed
1902671,2025-01-06,House,1,Filed
1902756,2025-01-06,House,1,Filed
1902844,2025-01-06,House,1,Filed
1902940,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1902940,2025-01-06,Senate,2,Filed
1902962,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1902962,2025-01-06,Senate,2,Filed
1902983,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1902983,2025-01-06,Senate,2,Filed
1903005,2025-01-06,House,1,Filed
1903027,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1903027,2025-01-06,Senate,2,Filed
1903051,2025-01-06,House,1,Filed
1903075,2025-01-06,House,1,Filed
1903097,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1903097,2025-01-06,Senate,2,Filed
1903117,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1903117,2025-01-06,Senate,2,Filed
1903143,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1903143,2025-01-06,Senate,2,Filed
1903165,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1903165,2025-01-06,Senate,2,Filed
1903188,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1903188,2025-01-06,Senate,2,Filed
1903211,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1903211,2025-01-06,Senate,2,Filed
1903235,2025-01-06,House,1,Filed
1903258,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1903258,2025-01-06,Senate,2,Filed
1903279,2025-01-06,House,1,Filed
1903303,2025-01-06,Senate,1,"Received by the Secretary of the Senate"
1903303,2025-01-06,Senate,2,Filed
1903352,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1903352,2025-01-07,Senate,2,Filed
1903387,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1903387,2025-01-07,Senate,2,Filed
1903417,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1903417,2025-01-07,Senate,2,Filed
1903452,2025-01-07,House,1,Filed
1903488,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1903488,2025-01-07,Senate,2,Filed
1903522,2025-01-07,House,1,Filed
1903556,2025-01-07,House,1,Filed
1903591,2025-01-07,House,1,Filed
1903626,2025-01-07,House,1,Filed
1903660,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1903660,2025-01-07,Senate,2,Filed
1903769,2025-01-07,House,1,Filed
1903793,2025-01-07,House,1,Filed
1903820,2025-01-07,House,1,Filed
1903846,2025-01-07,House,1,Filed
1903872,2025-01-07,House,1,Filed
1903903,2025-01-07,House,1,Filed
1903930,2025-01-07,House,1,Filed
1903957,2025-01-07,House,1,Filed
1903987,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1903987,2025-01-07,Senate,2,Filed
1904016,2025-01-07,House,1,Filed
1904047,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904047,2025-01-07,Senate,2,Filed
1904076,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904076,2025-01-07,Senate,2,Filed
1904103,2025-01-07,House,1,Filed
1904124,2025-01-07,House,1,Filed
1904155,2025-01-07,House,1,Filed
1904184,2025-01-07,House,1,Filed
1904211,2025-01-07,House,1,Filed
1904240,2025-01-07,House,1,Filed
1904271,2025-01-07,House,1,Filed
1904338,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904338,2025-01-07,Senate,2,Filed
1904375,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904375,2025-01-07,Senate,2,Filed
1904409,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904409,2025-01-07,Senate,2,Filed
1904444,2025-01-07,House,1,Filed
1904481,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904481,2025-01-07,Senate,2,Filed
1904515,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904515,2025-01-07,Senate,2,Filed
1904552,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904552,2025-01-07,Senate,2,Filed
1904587,2025-01-07,House,1,Filed
1904622,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904622,2025-01-07,Senate,2,Filed
1904654,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904654,2025-01-07,Senate,2,Filed
1904687,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904687,2025-01-07,Senate,2,Filed
1904722,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904722,2025-01-07,Senate,2,Filed
1904758,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904758,2025-01-07,Senate,2,Filed
1904791,2025-01-07,Senate,1,"Received by the Secretary of the Senate"
1904791,2025-01-07,Senate,2,Filed
1905316,2025-01-08,House,1,Filed
1905379,2025-01-08,House,1,Filed
1905442,2025-01-08,House,1,Filed
1905505,2025-01-08,House,1,Filed
1905571,2025-01-08,House,1,Filed
1905632,2025-01-08,House,1,Filed
1905696,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1905696,2025-01-08,Senate,2,Filed
1905758,2025-01-08,House,1,Filed
1905823,2025-01-08,House,1,Filed
1905883,2025-01-08,House,1,Filed
1905948,2025-01-08,House,1,Filed
1907232,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1907232,2025-01-08,Senate,2,Filed
1907250,2025-01-08,House,1,Filed
1907268,2025-01-08,House,1,Filed
1907288,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1907288,2025-01-08,Senate,2,Filed
1907308,2025-01-08,House,1,Filed
1907330,2025-01-08,House,1,Filed
1907353,2025-01-08,House,1,Filed
1907373,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1907373,2025-01-08,Senate,2,Filed
1907395,2025-01-08,House,1,Filed
1907413,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1907413,2025-01-08,Senate,2,Filed
1907435,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1907435,2025-01-08,Senate,2,Filed
1907458,2025-01-08,House,1,Filed
1907479,2025-01-08,House,1,Filed
1907498,2025-01-08,House,1,Filed
1907516,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1907516,2025-01-08,Senate,2,Filed
1907573,2025-01-08,House,1,Filed
1907606,2025-01-08,House,1,Filed
1907638,2025-01-08,House,1,Filed
1907668,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1907668,2025-01-08,Senate,2,Filed
1907701,2025-01-08,House,1,Filed
1907732,2025-01-08,House,1,Filed
1907764,2025-01-08,House,1,Filed
1907797,2025-01-08,House,1,Filed
1907828,2025-01-08,House,1,Filed
1907860,2025-01-08,House,1,Filed
1907893,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1907893,2025-01-08,Senate,2,Filed
1907925,2025-01-08,House,1,Filed
1907956,2025-01-08,House,1,Filed
1907988,2025-01-08,House,1,Filed
1908018,2025-01-08,Senate,1,"Received by the Secretary of the Senate"
1908018,2025-01-08,Senate,2,Filed
1908304,2025-01-09,House,1,Filed
1908374,2025-01-09,House,1,Filed
1908446,2025-01-09,House,1,Filed
1908517,2025-01-09,House,1,Filed
1908583,2025-01-09,House,1,Filed
1908648,2025-01-09,House,1,Filed
1908719,2025-01-09,Senate,1,"Received by the Secretary of the Senate"
1908719,2025-01-09,Senate,2,Filed
1908726,2025-01-09,Senate,1,"Received by the Secretary of the Senate"
1908726,2025-01-09,Senate,2,Filed
1908788,2025-01-09,House,1,Filed
1908853,2025-01-09,House,1,Filed
1908917,2025-01-09,House,1,Filed
1908985,2025-01-09,House,1,Filed
1909049,2025-01-09,House,1,Filed
1909118,2025-01-09,Senate,1,"Received by the Secretary of the Senate"
1909118,2025-01-09,Senate,2,Filed
1909183,2025-01-09,Senate,1,"Received by the Secretary of the Senate"
1909183,2025-01-09,Senate,2,Filed
1909251,2025-01-09,House,1,Filed
1909316,2025-01-09,House,1,Filed
1909381,2025-01-09,Senate,1,"Received by the Secretary of the Senate"
1909381,2025-01-09,Senate,2,Filed
1909514,2025-01-09,House,1,Filed
1909566,2025-01-09,House,1,Filed
1909617,2025-01-09,House,1,Filed
1909669,2025-01-09,House,1,Filed
1909721,2025-01-09,House,1,Filed
1909774,2025-01-09,House,1,Filed
1909826,2025-01-09,House,1,Filed
1910239,2025-01-10,House,1,Filed
1910264,2025-01-10,House,1,Filed
1910290,2025-01-10,House,1,Filed
1910317,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1910317,2025-01-10,Senate,2,Filed
1910343,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1910343,2025-01-10,Senate,2,Filed
1910369,2025-01-10,House,1,Filed
1910397,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1910397,2025-01-10,Senate,2,Filed
1910423,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1910423,2025-01-10,Senate,2,Filed
1910449,2025-01-10,House,1,Filed
1910480,2025-01-10,House,1,Filed
1910506,2025-01-10,House,1,Filed
1910535,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1910535,2025-01-10,Senate,2,Filed
1910561,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1910561,2025-01-10,Senate,2,Filed
1910587,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1910587,2025-01-10,Senate,2,Filed
1910614,2025-01-10,House,1,Filed
1910639,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1910639,2025-01-10,Senate,2,Filed
1910840,2025-01-10,House,1,Filed
1911009,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1911009,2025-01-10,Senate,2,Filed
1911180,2025-01-10,House,1,Filed
1911349,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1911349,2025-01-10,Senate,2,Filed
1911519,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1911519,2025-01-10,Senate,2,Filed
1911687,2025-01-10,House,1,Filed
1911854,2025-01-10,House,1,Filed
1911906,2025-01-10,Senate,1,"Received by the Secretary of the Senate"
1911906,2025-01-10,Senate,2,Filed
